GeneID	log2FoldChange	padj
N	2.08956103493352	NA
N	1.15959527450799	NA
N	0	NA
N	0	NA
N	1.21926799279013	NA
N	-2.66286092954492	NA
N	NA	NA
N	-0.24634187787368	0.983512741376774
N	0.248802986859805	0.998003304127109
N	-1.14817897036665	NA
N	-0.401651957558936	0.973765821548633
N	-0.161725519643884	0.982461111862557
N	-1.80871588594719	0.973765821548633
N	0.642784123895151	0.998003304127109
N	-0.127936343146315	0.998003304127109
N	0.438223913907801	0.642248091847224
N	NA	NA
N	0.114335869977481	0.998003304127109
N	0.222882979327047	0.998003304127109
N	0.237864866931071	0.998003304127109
N	-1.44447344250185	0.916397283863917
N	0.183348631749663	0.978612005817234
N	-0.0883752812677396	0.998003304127109
N	0.252300982130971	0.9446216529232
N	0.197095148427003	0.998003304127109
N	1.07133912888124	0.936894024084425
N	-1.44476547702082	NA
N	1.21932068575875	NA
N	NA	NA
N	0.41281229404495	0.955650321687003
N	0.490809171210406	0.901371541868554
N	0.240332722268157	0.998003304127109
N	0.201478879394104	0.998003304127109
N	0.233267696164305	0.998003304127109
N	0.415893611978952	0.998003304127109
N	0.393268313831371	0.998003304127109
N	-0.0837216537906758	0.998003304127109
N	-0.0938398840505422	0.998003304127109
N	3.43611480172689	NA
N	0.264068819751242	0.96985142944645
N	0.278056468701345	0.998003304127109
N	1.07082225580784	0.926246936620251
N	-0.389496711399804	0.957950464420583
N	-0.575298527262691	NA
N	4.16007688286679	NA
N	NA	NA
N	1.5711163339822	0.998003304127109
N	0.795628946396617	NA
N	-0.413665591141593	0.998003304127109
N	-0.438467125362121	0.994113210447805
N	-4.77348689083902	NA
N	-0.735470893013134	0.998003304127109
N	NA	NA
N	NA	NA
N	NA	NA
N	3.07213229932773	NA
N	3.00616960950764	NA
N	NA	NA
N	0	NA
N	0.334574127074175	0.998003304127109
N	-0.130872336562964	0.998003304127109
N	-0.454362811512703	0.503628037900736
N	-2.405081163661	NA
N	1.15819408668149	0.959749304393694
N	-0.308399693629143	0.998003304127109
N	-0.486691586644474	0.595406213920249
N	-0.928803169074301	NA
N	-0.4196653807978	0.939559910022436
N	-1.05705282189574	0.973039690260201
N	0.982691738088794	0.135519951346728
N	0.322387003003599	0.895255792555604
N	0.857518730541394	NA
N	-2.25534733715435	NA
N	-0.301563292267981	0.63591407874778
N	0.0216831008493369	0.998003304127109
N	-0.748881689307038	0.998003304127109
N	-0.0511198485073856	0.998003304127109
N	-0.208467793893588	0.979688577849821
N	0	NA
N	0	NA
N	0	NA
N	-0.0730823879506229	0.998003304127109
N	0.20205307977345	0.966636318133936
N	3.07914498011503	0.478417880225792
N	-1.63796350160642	NA
N	1.22228119115646	NA
N	NA	NA
N	0.277113244645416	0.972305312360502
N	0.330541643121304	0.998003304127109
N	1.43652276631665	0.651591352873977
N	0.140931750787814	0.998003304127109
N	-0.165882075560866	NA
N	NA	NA
N	NA	NA
N	0.0926229206117327	0.998003304127109
N	-0.18269112987236	0.92627007244556
N	0	NA
N	0.257671477380915	0.998003304127109
N	-0.11750673400382	0.983155062588507
N	0.117103609039202	0.998003304127109
N	-0.142539780905021	0.993659600316592
N	7.0734162884609	0.595406213920249
N	0.305546912055878	0.935496548729635
N	0.56373084075132	0.70087528586782
N	-0.03979513341917	0.998003304127109
N	1.16665184057439	0.0136320374927354
N	0.225927460827941	0.998003304127109
N	-0.271778917988651	0.998003304127109
N	NA	NA
N	-1.77643292093692	NA
N	0.241724875737568	0.998003304127109
N	0.982758179479941	0.993366495578646
N	2.69767326286993	0.919605149693582
N	0.784634710066399	0.998003304127109
N	NA	NA
N	-4.61695786611853	NA
N	-0.404117980707923	0.993366495578646
N	2.80069911169274	0.526742752996099
N	0.0526491557513754	0.998003304127109
N	0.0812844747365415	0.998003304127109
N	0.0804793260526099	0.998003304127109
N	0.55700637903899	0.74921120800328
N	0.289973449457907	0.926246936620251
N	-1.39818383777244	NA
N	-0.208199858961734	0.973039690260201
N	0.242920894062459	0.966636318133936
N	0.294291049831549	0.986387242470573
N	0.136374588426866	0.992285978848892
N	0.199689751000506	NA
N	-0.697732991355489	0.92627007244556
N	-0.0428773012697405	0.998003304127109
N	-0.124176320488111	NA
N	0.250582065263496	0.987577092326594
N	-0.204438008845598	0.998003304127109
N	-0.177413346526326	0.991843486759852
N	0.0315374785418774	0.998003304127109
N	0.332298037386253	0.780371450941283
N	0.366944895794523	0.936690455615738
N	-0.142210929038714	0.993685557478156
N	-0.412351848852014	0.526077290481017
N	0.960058708988881	0.998003304127109
N	NA	NA
N	-0.0354854020735208	0.998003304127109
N	-0.197454511360564	0.995873941682287
N	1.22225145989359	NA
N	-0.116102063780301	0.986387242470573
N	-0.41276442192405	0.998003304127109
N	-0.209284659380573	0.921500614611896
N	1.94865764388462	NA
N	-0.453711102526788	0.809203155491188
N	0.298498118513514	0.998003304127109
N	0	NA
N	0.519703208873091	0.998003304127109
N	NA	NA
N	-2.87265323882169	NA
N	0.138299289894624	0.996408278577198
N	0.0178057995156221	0.998003304127109
N	-0.31653004003231	0.766424750509888
N	-0.198151920552482	0.998003304127109
N	NA	NA
N	0.30989158656437	0.851419739427941
N	0	NA
N	0.107201214893825	0.994113210447805
N	-0.724952916414647	0.951391228312905
N	-0.127436489639811	0.998003304127109
N	-0.0546398284964597	0.998003304127109
N	-4.75249305259815	NA
N	-0.093255752980783	0.998003304127109
N	1.96841398731888	NA
N	NA	NA
